DBA,Organization,CIDR,bits,net
"Metalink Technologies, Inc.","Metalink Technologies, Inc.",72.11.0.0/19,19,72.11.0.0/19
"Metraflex, Inc.","Metraflex, Inc.",208.95.27.0/27,27,208.95.27.0/27
"Metro Communications Company, Inc.","Metro Communications Company, Inc.",162.255.8.0/21,21,162.255.8.0/21
"Metro Communications Company, Inc.","Metro Communications Company, Inc.",192.35.200.0/22,22,192.35.200.0/22
"Metro Wireless International, Inc.","Metro Wireless International, Inc.",173.225.187.0/24,24,173.225.187.0/24
"Metro Wireless International, Inc.","Metro Wireless International, Inc.",64.113.60.0/22,22,64.113.60.0/22
MetroNet - Static Pool,MetroNet - Static Pool,199.168.77.0/26,26,199.168.77.0/26
MetroNet - Vincennes CGN Block#1,MetroNet - Vincennes CGN Block#1,162.211.38.0/28,28,162.211.38.0/28
MetroNet Carrier Grade NAT Pool,MetroNet Carrier Grade NAT Pool,69.174.149.0/26,26,69.174.149.0/26
Metronet,Metronet,199.27.248.0/21,21,199.27.248.0/21
Metronet,Metronet,208.38.224.0/19,19,208.38.224.0/19
Metronet,Metronet,52.144.112.0/21,21,52.144.112.0/21
Metronet,Metronet,69.174.128.0/19,19,69.174.128.0/19
Metronet,Metronet,69.174.160.0/20,20,69.174.160.0/20
Metronet - Carrier Grade NAT Pool,Metronet - Carrier Grade NAT Pool,184.170.166.0/25,25,184.170.166.0/25
Metronet - Carrier Grade NAT Pool,Metronet - Carrier Grade NAT Pool,184.170.167.0/25,25,184.170.167.0/25
Metronet - DHCP Pool,Metronet - DHCP Pool,104.254.218.0/24,24,104.254.218.0/24
Metronet - Static Pool,Metronet - Static Pool,199.204.87.0/27,27,199.204.87.0/27
Metronet Carrier Grade NAT Pool,Metronet Carrier Grade NAT Pool,192.69.183.0/25,25,192.69.183.0/25
Metronet Carrier Grade NAT Pool,Metronet Carrier Grade NAT Pool,199.168.78.0/25,25,199.168.78.0/25
Metronet Carrier Grade NAT Pool,Metronet Carrier Grade NAT Pool,199.66.65.0/25,25,199.66.65.0/25
Metronet Carrier Grade NAT Pool,Metronet Carrier Grade NAT Pool,199.66.69.0/25,25,199.66.69.0/25
Metronet static,Metronet static,199.204.84.0/26,26,199.204.84.0/26
Metropolitan Educational Council,Metropolitan Educational Council,64.113.176.0/20,20,64.113.176.0/20
Metropolitan Washington Airports Authority,Metropolitan Washington Airports Authority,205.153.92.0/22,22,205.153.92.0/22
Miami University,Miami University,134.53.0.0/16,16,134.53.0.0/16
Miami-Dade County Public Schools,Miami-Dade County Public Schools,168.221.0.0/16,16,168.221.0.0/16
Michigan Technological University,Michigan Technological University,141.219.0.0/16,16,141.219.0.0/16
"Michwave Technologies, Inc.","Michwave Technologies, Inc.",199.192.180.0/22,22,199.192.180.0/22
"Michwave Technologies, Inc.","Michwave Technologies, Inc.",216.18.240.0/20,20,216.18.240.0/20
Microsoft,Microsoft Corporation,157.54.0.0/15,15,157.54.0.0/15
Microsoft,Microsoft Corporation,157.56.0.0/14,14,157.56.0.0/14
Microsoft,Microsoft Corporation,157.60.0.0/16,16,157.60.0.0/16
Microsoft,Microsoft Corporation,167.220.0.0/17,17,167.220.0.0/17
Microsoft,Microsoft Corporation,167.220.128.0/18,18,167.220.128.0/18
Microsoft,Microsoft Corporation,167.220.192.0/19,19,167.220.192.0/19
Microsoft,Microsoft Corporation,20.0.0.0/11,11,20.0.0.0/11
Microsoft,Microsoft Corporation,20.143.0.0/16,16,20.143.0.0/16
Microsoft,Microsoft Corporation,20.144.0.0/14,14,20.144.0.0/14
Microsoft,Microsoft Corporation,20.192.0.0/10,10,20.192.0.0/10
Microsoft,Microsoft Corporation,2001:4898::/31,31,2001:4898::/31
Microsoft,Microsoft Corporation,2001:489A::/32,32,2001:489a::/32
Microsoft,Microsoft Corporation,40.112.0.0/13,13,40.112.0.0/13
Microsoft,Microsoft Corporation,40.120.0.0/14,14,40.120.0.0/14
Microsoft,Microsoft Corporation,40.124.0.0/16,16,40.124.0.0/16
Microsoft,Microsoft Corporation,40.125.0.0/17,17,40.125.0.0/17
Microsoft,Microsoft Corporation,40.74.0.0/15,15,40.74.0.0/15
Microsoft,Microsoft Corporation,40.76.0.0/14,14,40.76.0.0/14
Microsoft,Microsoft Corporation,40.80.0.0/12,12,40.80.0.0/12
Microsoft,Microsoft Corporation,40.96.0.0/12,12,40.96.0.0/12
Microsoft,Microsoft Corporation,52.145.0.0/16,16,52.145.0.0/16
Microsoft,Microsoft Corporation,52.146.0.0/15,15,52.146.0.0/15
Microsoft,Microsoft Corporation,52.148.0.0/14,14,52.148.0.0/14
Microsoft,Microsoft Corporation,52.152.0.0/13,13,52.152.0.0/13
Microsoft,Microsoft Corporation,52.160.0.0/11,11,52.160.0.0/11
Microsoft,Microsoft Corporation,52.224.0.0/11,11,52.224.0.0/11
Mid Century Communications,Mid Century Communications,192.119.144.0/20,20,192.119.144.0/20
Midas Auto Services,Midas Auto Services,74.119.153.0/27,27,74.119.153.0/27
Midcontinent Communications,Midcontinent Communications,140.186.100.0/23,23,140.186.100.0/23
Midcontinent Communications,Midcontinent Communications,140.186.142.0/23,23,140.186.142.0/23
Midcontinent Communications,Midcontinent Communications,140.186.206.0/23,23,140.186.206.0/23
Midcontinent Communications,Midcontinent Communications,140.186.222.0/23,23,140.186.222.0/23
Midcontinent Communications,Midcontinent Communications,140.186.232.0/23,23,140.186.232.0/23
Midcontinent Communications,Midcontinent Communications,140.186.64.0/23,23,140.186.64.0/23
Midcontinent Communications,Midcontinent Communications,140.186.74.0/23,23,140.186.74.0/23
Midcontinent Communications,Midcontinent Communications,172.103.0.0/23,23,172.103.0.0/23
Midcontinent Communications,Midcontinent Communications,172.103.28.0/23,23,172.103.28.0/23
Midcontinent Communications,Midcontinent Communications,2001:48F8::/32,32,2001:48f8::/32
Midcontinent Communications,Midcontinent Communications,208.107.38.0/23,23,208.107.38.0/23
Midcontinent Communications,Midcontinent Communications,208.107.86.0/23,23,208.107.86.0/23
Midcontinent Communications,Midcontinent Communications,216.71.8.0/23,23,216.71.8.0/23
Midcontinent Communications,Midcontinent Communications,24.111.110.0/24,24,24.111.110.0/24
Midcontinent Communications,Midcontinent Communications,24.111.156.0/23,23,24.111.156.0/23
Midcontinent Communications,Midcontinent Communications,24.111.210.0/23,23,24.111.210.0/23
Midcontinent Communications,Midcontinent Communications,24.111.38.0/23,23,24.111.38.0/23
Midcontinent Communications,Midcontinent Communications,24.220.0.0/16,16,24.220.0.0/16
Midcontinent Communications,Midcontinent Communications,24.220.16.0/23,23,24.220.16.0/23
Midcontinent Communications,Midcontinent Communications,24.230.102.0/23,23,24.230.102.0/23
Midcontinent Communications,Midcontinent Communications,24.230.118.0/23,23,24.230.118.0/23
Midcontinent Communications,Midcontinent Communications,24.230.144.0/23,23,24.230.144.0/23
Midcontinent Communications,Midcontinent Communications,24.230.157.0/24,24,24.230.157.0/24
Midcontinent Communications,Midcontinent Communications,24.230.162.0/23,23,24.230.162.0/23
Midcontinent Communications,Midcontinent Communications,24.230.32.0/23,23,24.230.32.0/23
Midcontinent Communications,Midcontinent Communications,24.49.120.0/23,23,24.49.120.0/23
Midcontinent Communications,Midcontinent Communications,24.56.190.0/23,23,24.56.190.0/23
Midcontinent Communications,Midcontinent Communications,64.33.92.0/23,23,64.33.92.0/23
Midcontinent Communications,Midcontinent Communications,66.45.128.0/19,19,66.45.128.0/19
Midcontinent Communications,Midcontinent Communications,69.9.198.0/23,23,69.9.198.0/23
Midcontinent Communications,Midcontinent Communications,96.2.146.0/23,23,96.2.146.0/23
Midcontinent Communications,Midcontinent Communications,96.2.4.0/23,23,96.2.4.0/23
Midcontinent Communications,Midcontinent Communications,96.2.54.0/23,23,96.2.54.0/23
Midcontinent Communications,Midcontinent Communications,96.2.64.0/23,23,96.2.64.0/23
Midcontinent Communications,Midcontinent Communications,96.2.90.0/23,23,96.2.90.0/23
Midcontinent Communications,Midcontinent Communications,96.3.12.0/23,23,96.3.12.0/23
Midvale Telephone Exchange,Midvale Telephone Exchange,66.232.88.0/24,24,66.232.88.0/24
"Midwest Center for Hematology Oncology, SC","Midwest Center for Hematology Oncology, SC",216.21.47.0/29,29,216.21.47.0/29
"Midwest Datacore, LLC","Midwest Datacore, LLC",207.200.227.0/24,24,207.200.227.0/24
Midwest Energy & Communications,Midwest Energy & Communications,192.82.0.0/19,19,192.82.0.0/19
Midwest Energy & Communications,Midwest Energy & Communications,67.199.192.0/20,20,67.199.192.0/20
Midwest Energy & Communications,Midwest Energy & Communications,67.199.208.0/20,20,67.199.208.0/20
"Midwest Fiber Networks, LLC","Midwest Fiber Networks, LLC",66.85.63.0/24,24,66.85.63.0/24
Midwest Imaging,Midwest Imaging,148.59.215.0/30,30,148.59.215.0/30
"Midwest Telecom of America, Inc","Midwest Telecom of America, Inc",74.114.232.0/21,21,74.114.232.0/21
"Midwest Telnet, LLP","Midwest Telnet, LLP",207.190.64.0/18,18,207.190.64.0/18
Midwestern University,Midwestern University,204.152.156.0/22,22,204.152.156.0/22
Millhouse Electronics,Millhouse Electronics,66.119.59.0/24,24,66.119.59.0/24
Milltown Mutual Telephone Company,Milltown Mutual Telephone Company,64.33.204.0/23,23,64.33.204.0/23
"Millward Brown, Inc.","Millward Brown, Inc.",198.178.234.0/23,23,198.178.234.0/23
"Millward Brown, Inc.","Millward Brown, Inc.",198.178.236.0/22,22,198.178.236.0/22
Milwaukee Area Technical College,Milwaukee Area Technical College,148.8.0.0/16,16,148.8.0.0/16
"Milwaukee Bucks, LLC","Milwaukee Bucks, LLC",168.245.141.0/24,24,168.245.141.0/24
Milwaukee County Government,Milwaukee County Government,204.194.248.0/21,21,204.194.248.0/21
Miner Electronics Corp.,Miner Electronics Corp.,216.21.35.0/29,29,216.21.35.0/29
"Missouri Network Alliance, LLC","Missouri Network Alliance, LLC",67.221.219.0/24,24,67.221.219.0/24
"Missouri Network Alliance, LLC","Missouri Network Alliance, LLC",67.221.220.0/22,22,67.221.220.0/22
"Mithril Cable Network, Inc.","Mithril Cable Network, Inc.",161.129.33.0/24,24,161.129.33.0/24
MitoTec,MitoTec,199.255.176.0/21,21,199.255.176.0/21
MitoTec,MitoTec,208.86.216.0/21,21,208.86.216.0/21
Mixed Signal Solutions,Mixed Signal Solutions,69.49.192.0/20,20,69.49.192.0/20
Molina Healthcare Inc.,Molina Healthcare Inc.,74.116.8.0/21,21,74.116.8.0/21
Momentive Performance Materials Inc.,Momentive Performance Materials Inc.,64.15.234.0/26,26,64.15.234.0/26
Monkey Brains,Monkey Brains,52.119.112.0/20,20,52.119.112.0/20
"Monon Telephone Company, Inc.","Monon Telephone Company, Inc.",104.218.0.0/21,21,104.218.0.0/21
Monroe County Public Library,Monroe County Public Library,66.244.68.0/25,25,66.244.68.0/25
"Montana Opticom, LLC","Montana Opticom, LLC",208.75.140.0/22,22,208.75.140.0/22
Montclair State University,Montclair State University,130.68.0.0/16,16,130.68.0.0/16
Montgomery Cnty PA-Correctional Facility,Montgomery Cnty PA-Correctional Facility,45.61.24.0/27,27,45.61.24.0/27
Montgomery County Public Schools,Montgomery County Public Schools,205.222.0.0/16,16,205.222.0.0/16
Monticello FTTH Residential,Monticello FTTH Residential,216.171.63.0/24,24,216.171.63.0/24
Morgan Stanley Group Inc.,Morgan Stanley Group Inc.,138.20.0.0/16,16,138.20.0.0/16
Morneau Shepell Ltd.,Morneau Shepell Ltd.,158.106.224.0/20,20,158.106.224.0/20
Morneau Shepell Ltd.,Morneau Shepell Ltd.,158.106.240.0/21,21,158.106.240.0/21
Morristown Utility Systems,Morristown Utility Systems,68.170.96.0/20,20,68.170.96.0/20
Mosaic Telecom,Mosaic Telecom,173.248.0.0/18,18,173.248.0.0/18
Most Consulting,Most Consulting,69.8.124.0/26,26,69.8.124.0/26
"Mother Lode Internet, LLC","Mother Lode Internet, LLC",216.86.176.0/20,20,216.86.176.0/20
"Mother Network Guardians, LLC.","Mother Network Guardians, LLC.",207.223.39.0/28,28,207.223.39.0/28
Motorola MNIC,Motorola MNIC,144.190.0.0/16,16,144.190.0.0/16
Motorola Mobility,Motorola Mobility,198.41.82.0/24,24,198.41.82.0/24
Motorola Mobility,Motorola Mobility,198.41.83.0/24,24,198.41.83.0/24
Motorola Mobility LLC,Motorola Mobility LLC,144.188.0.0/16,16,144.188.0.0/16
Motorola Moblity,Motorola Moblity,198.41.81.0/24,24,198.41.81.0/24
"Motorola Solutions, Inc.","Motorola Solutions, Inc.",150.130.0.0/19,19,150.130.0.0/19
"Motorola Solutions, Inc.","Motorola Solutions, Inc.",150.130.32.0/19,19,150.130.32.0/19
Motorsports Shared Services,Motorsports Shared Services,199.48.200.0/22,22,199.48.200.0/22
Moundridge Telephone Co.,Moundridge Telephone Co.,63.245.143.0/24,24,63.245.143.0/24
Moundridge Telephone Co.,Moundridge Telephone Co.,63.245.144.0/22,22,63.245.144.0/22
"Munich Reinsurance America, Inc.","Munich Reinsurance America, Inc.",167.15.0.0/16,16,167.15.0.0/16
Murphy Tractor and Equipment,Murphy Tractor and Equipment,199.66.166.0/26,26,199.66.166.0/26
Muscatine Power and Water,Muscatine Power and Water,66.207.0.0/19,19,66.207.0.0/19
Muscatine Power and Water,Muscatine Power and Water,69.49.64.0/19,19,69.49.64.0/19
Mutual of Omaha Insurance Company,Mutual of Omaha Insurance Company,170.31.0.0/16,16,170.31.0.0/16
"My Digital Shield, Inc.","My Digital Shield, Inc.",198.181.60.0/23,23,198.181.60.0/23
"Myakka Technologies, Inc.","Myakka Technologies, Inc.",199.47.248.0/21,21,199.47.248.0/21
NATIONAL ASSOCIATION OF BOARDS OF PHARMACY,NATIONAL ASSOCIATION OF BOARDS OF PHARMACY,184.80.229.0/28,28,184.80.229.0/28
NAVIGANT CONSULTING,NAVIGANT CONSULTING,206.41.48.0/20,20,206.41.48.0/20
NCH NORTHWEST COMMUNITY H,NCH NORTHWEST COMMUNITY H,50.73.105.0/29,29,50.73.105.0/29
NE COLORADO CELLULAR INC,NE COLORADO CELLULAR INC,199.47.64.0/22,22,199.47.64.0/22
"NEIT Services, LLC","NEIT Services, LLC",45.59.48.0/20,20,45.59.48.0/20
NETMINDERS DATA SOLUTION,NETMINDERS DATA SOLUTION,198.144.144.0/20,20,198.144.144.0/20
NETMINDERS DATA SOLUTION,NETMINDERS DATA SOLUTION,199.167.136.0/22,22,199.167.136.0/22
NETMINDERS DATA SOLUTION,NETMINDERS DATA SOLUTION,199.66.88.0/21,21,199.66.88.0/21
NETPROTECT-PHX,NETPROTECT-PHX,192.200.156.0/22,22,192.200.156.0/22
"NETWORK INNOVATIONS, INC.","NETWORK INNOVATIONS, INC.",207.5.64.0/19,19,207.5.64.0/19
"NETWORK INNOVATIONS, INC.","NETWORK INNOVATIONS, INC.",216.40.0.0/19,19,216.40.0.0/19
"NETWORK INNOVATIONS, INC.","NETWORK INNOVATIONS, INC.",64.191.64.0/18,18,64.191.64.0/18
NETWORK TRANSIT HOLDINGS LLC,NETWORK TRANSIT HOLDINGS LLC,205.251.148.0/22,22,205.251.148.0/22
NETWORK TRANSIT HOLDINGS LLC,NETWORK TRANSIT HOLDINGS LLC,205.251.152.0/21,21,205.251.152.0/21
NETWORK TRANSIT HOLDINGS LLC,NETWORK TRANSIT HOLDINGS LLC,74.81.87.0/24,24,74.81.87.0/24
NETWORK TRANSIT HOLDINGS LLC,NETWORK TRANSIT HOLDINGS LLC,74.81.88.0/21,21,74.81.88.0/21
NEWARK NET,NEWARK NET,162.253.205.0/24,24,162.253.205.0/24
NEWAYGO COUNTY ADVANCED TECHNOLOGY SERVICES,NEWAYGO COUNTY ADVANCED TECHNOLOGY SERVICES,199.176.224.0/21,21,199.176.224.0/21
NEWAYGO COUNTY ADVANCED TECHNOLOGY SERVICES,NEWAYGO COUNTY ADVANCED TECHNOLOGY SERVICES,199.176.232.0/22,22,199.176.232.0/22
NIU,Northern Illinois University,131.156.0.0/16,16,131.156.0.0/16
NOC4Hosts Inc.,NOC4Hosts Inc.,162.220.56.0/21,21,162.220.56.0/21
NOC4Hosts Inc.,NOC4Hosts Inc.,162.254.144.0/21,21,162.254.144.0/21
NOC4Hosts Inc.,NOC4Hosts Inc.,209.133.192.0/19,19,209.133.192.0/19
NORTHLAND CABLE TELEVISION INC.,NORTHLAND CABLE TELEVISION INC.,64.234.22.0/24,24,64.234.22.0/24
"NPG Cable, INC","NPG Cable, INC",207.192.232.0/23,23,207.192.232.0/23
NTS Communications,NTS Communications,205.209.224.0/19,19,205.209.224.0/19
NTT America,"NTT America, Inc.",129.250.0.0/16,16,129.250.0.0/16
NTT America,"NTT America, Inc.",131.103.0.0/16,16,131.103.0.0/16
NTT America,"NTT America, Inc.",165.254.0.0/16,16,165.254.0.0/16
NTT America,"NTT America, Inc.",198.138.0.0/15,15,198.138.0.0/15
NTT America,"NTT America, Inc.",198.170.0.0/15,15,198.170.0.0/15
NTT America,"NTT America, Inc.",198.172.0.0/15,15,198.172.0.0/15
NTT America,"NTT America, Inc.",198.63.0.0/16,16,198.63.0.0/16
NTT America,"NTT America, Inc.",198.64.0.0/15,15,198.64.0.0/15
NTT America,"NTT America, Inc.",198.66.0.0/16,16,198.66.0.0/16
NTT America,"NTT America, Inc.",204.0.0.0/14,14,204.0.0.0/14
NTT America,"NTT America, Inc.",204.141.0.0/16,16,204.141.0.0/16
NTT America,"NTT America, Inc.",204.42.0.0/16,16,204.42.0.0/16
NTT America,"NTT America, Inc.",206.222.32.0/19,19,206.222.32.0/19
NTT America,"NTT America, Inc.",206.68.0.0/15,15,206.68.0.0/15
NTT America,"NTT America, Inc.",207.156.128.0/17,17,207.156.128.0/17
NTT America,"NTT America, Inc.",209.227.0.0/17,17,209.227.0.0/17
NTT Global Networks Incorporated,NTT Global Networks Incorporated,69.26.32.0/19,19,69.26.32.0/19
NTT Global Networks Incorporated,NTT Global Networks Incorporated,74.220.96.0/19,19,74.220.96.0/19
NTT Global Networks Incorporated,NTT Global Networks Incorporated,74.84.160.0/19,19,74.84.160.0/19
NUVOTV( PARENT SITV MEDIA),NUVOTV( PARENT SITV MEDIA),47.19.155.0/28,28,47.19.155.0/28
NW Community Hospital,Northwest Community Hospital,198.251.16.0/21,21,198.251.16.0/21
NW Community Hospital,Northwest Community Hospital,198.251.24.0/22,22,198.251.24.0/22
NW Community Hospital,Northwest Community Hospital,198.251.28.0/23,23,198.251.28.0/23
NW Community Hospital,Northwest Community Hospital,198.251.30.0/24,24,198.251.30.0/24
National Aeronautics and Space Administration,National Aeronautics and Space Administration,198.116.0.0/14,14,198.116.0.0/14
National Aeronautics and Space Administration,National Aeronautics and Space Administration,198.120.0.0/14,14,198.120.0.0/14
National Association of Realtors,National Association of Realtors,199.223.216.0/22,22,199.223.216.0/22
National Autism Resources,National Autism Resources,207.200.211.0/29,29,207.200.211.0/29
National Exchange Carrier Association,National Exchange Carrier Association,208.116.182.0/29,29,208.116.182.0/29
National Opinion Research Center,National Opinion Research Center,192.184.121.0/24,24,192.184.121.0/24
National Oppinion,National Oppinion,65.213.192.0/24,24,65.213.192.0/24
National Systems Corporation,National Systems Corporation,192.33.22.0/23,23,192.33.22.0/23
Navistar International,Navistar International,167.6.0.0/16,16,167.6.0.0/16
Nayakom,Nayakom,199.66.163.0/27,27,199.66.163.0/27
"Net 56, Inc.","Net 56, Inc.",207.177.192.0/19,19,207.177.192.0/19
NetFortris,NetFortris,208.116.160.0/30,30,208.116.160.0/30
NetInformatik Inc.,NetInformatik Inc.,23.160.192.0/22,22,23.160.192.0/22
NetLEC/NetNet,NetLEC/NetNet,70.40.224.0/19,19,70.40.224.0/19
NetNITCO,NetNITCO,216.176.128.0/19,19,216.176.128.0/19
NetNet,NetNet,192.173.192.0/18,18,192.173.192.0/18
NetNet,NetNet,206.40.119.0/24,24,206.40.119.0/24
"NetSource Communications, Inc.","NetSource Communications, Inc.",65.182.168.0/21,21,65.182.168.0/21
Netriplex Corporation,Netriplex Corporation,173.237.192.0/20,20,173.237.192.0/20
Netrix LLC,Netrix LLC,198.78.24.0/22,22,198.78.24.0/22
Netrix LLC,Netrix LLC,64.68.16.0/20,20,64.68.16.0/20
Netrix-CCS,Netrix-CCS,208.83.11.0/27,27,208.83.11.0/27
"Network Business Systems, Inc.","Network Business Systems, Inc.",198.100.48.0/20,20,198.100.48.0/20
Network Equipment,Network Equipment,104.218.249.0/30,30,104.218.249.0/30
Network Equipment,Network Equipment,104.218.250.0/30,30,104.218.250.0/30
Network Equipment,Network Equipment,104.218.251.0/30,30,104.218.251.0/30
Network Equipment,Network Equipment,104.218.252.0/30,30,104.218.252.0/30
Network Equipment,Network Equipment,104.218.253.0/30,30,104.218.253.0/30
Network Equipment,Network Equipment,104.218.254.0/30,30,104.218.254.0/30
Network Equipment,Network Equipment,104.218.255.0/30,30,104.218.255.0/30
Network Foundations LLC,Network Foundations LLC,208.78.36.0/22,22,208.78.36.0/22
"Network PhD, Inc.","Network PhD, Inc.",74.119.152.0/27,27,74.119.152.0/27
"Network Systems Consulting Group, Inc.","Network Systems Consulting Group, Inc.",207.223.36.0/28,28,207.223.36.0/28
Networks On-Line,Networks On-Line,207.91.128.0/18,18,207.91.128.0/18
Networks Support Inc.,Networks Support Inc.,64.92.163.0/26,26,64.92.163.0/26
Netwurx LLC,Netwurx LLC,173.0.240.0/20,20,173.0.240.0/20
Netwurx LLC,Netwurx LLC,209.242.224.0/20,20,209.242.224.0/20
Netwurx LLC,Netwurx LLC,66.175.192.0/20,20,66.175.192.0/20
"Neucom, Inc.","Neucom, Inc.",66.230.192.0/19,19,66.230.192.0/19
"Neucom, Inc.","Neucom, Inc.",66.230.224.0/20,20,66.230.224.0/20
"New Dream Network, LLC","New Dream Network, LLC",208.97.128.0/18,18,208.97.128.0/18
New Edge Networks,New Edge Networks,216.236.0.0/18,18,216.236.0.0/18
New Edge Networks,New Edge Networks,216.236.64.0/19,19,216.236.64.0/19
"New Prime, Inc.","New Prime, Inc.",199.30.116.0/22,22,199.30.116.0/22
New Wave Communications,New Wave Communications,108.175.251.0/24,24,108.175.251.0/24
New Wave Communications,New Wave Communications,108.175.252.0/23,23,108.175.252.0/23
New Wave Communications,New Wave Communications,192.161.192.0/18,18,192.161.192.0/18
New Wave Communications,New Wave Communications,192.174.96.0/19,19,192.174.96.0/19
New Wave Communications,New Wave Communications,192.24.64.0/18,18,192.24.64.0/18
New Wave Communications,New Wave Communications,199.116.244.0/22,22,199.116.244.0/22
New Wave Communications,New Wave Communications,199.229.240.0/22,22,199.229.240.0/22
New Wave Communications,New Wave Communications,216.252.0.0/18,18,216.252.0.0/18
